Student_Name,Student_mail_id,Program,Cohort,Term,Placed_Not_Placed,CGPA,AI_Tutor_Usage,AI_Mentor_Usage,AI_TKT_Exam_Usage,JPT_Usage,Yoodli_Usage
Student_79_May-24,student79@may-24.spjain.edu,MGB,May-24,Term 3,Placed,3.33,High,Low,Medium,High,None
Student_80_May-24,student80@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.27,High,None,None,None,Low
Student_81_May-24,student81@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.23,None,Medium,High,High,Medium
Student_82_May-24,student82@may-24.spjain.edu,MGB,May-24,Term 3,Placed,3.41,None,Medium,None,Low,Medium
Student_83_May-24,student83@may-24.spjain.edu,MGB,May-24,Term 2,Placed,3.4,None,Low,High,None,High
Student_84_May-24,student84@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,2.9,Medium,High,Low,Low,Low
Student_85_May-24,student85@may-24.spjain.edu,MGB,May-24,Term 4,Placed,2.98,Medium,High,Medium,Medium,Low
Student_86_May-24,student86@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.57,High,High,High,None,Medium
Student_87_May-24,student87@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,2.91,High,None,Medium,Medium,Medium
Student_88_May-24,student88@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.99,Medium,Low,Low,High,High
Student_89_May-24,student89@may-24.spjain.edu,MGB,May-24,Term 1,Not Placed,3.28,Medium,Medium,Low,None,Medium
Student_90_May-24,student90@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.99,High,None,Low,High,None
Student_91_May-24,student91@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.68,High,High,High,Low,High
Student_92_May-24,student92@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,3.83,High,High,Low,Medium,None
Student_93_May-24,student93@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.62,Medium,None,High,Medium,Medium
Student_94_May-24,student94@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.19,None,Low,High,High,None
Student_95_May-24,student95@may-24.spjain.edu,MGB,May-24,Term 3,Placed,3.82,Low,Low,Low,Medium,Medium
Student_96_May-24,student96@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.39,Medium,None,Low,Medium,Low
Student_97_May-24,student97@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.65,None,High,Medium,None,Medium
Student_98_May-24,student98@may-24.spjain.edu,MGB,May-24,Term 3,Placed,2.82,High,High,Low,Low,High
Student_99_May-24,student99@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,3.66,None,Medium,Medium,High,None
Student_100_May-24,student100@may-24.spjain.edu,MGB,May-24,Term 3,Placed,3.96,Low,None,Low,Medium,Low
Student_101_May-24,student101@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,3.29,None,Low,None,High,None
Student_102_May-24,student102@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.38,Medium,Low,Low,Medium,Low
Student_103_May-24,student103@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,3.7,None,Low,None,Medium,High
Student_104_May-24,student104@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,2.58,None,Low,High,None,Low
Student_105_May-24,student105@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.03,Low,None,Medium,Medium,Medium
Student_106_May-24,student106@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.31,Low,Low,High,High,None
Student_107_May-24,student107@may-24.spjain.edu,MGB,May-24,Term 3,Placed,3.5,High,Medium,High,High,High
Student_108_May-24,student108@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,2.64,High,Medium,Low,Low,None
Student_109_May-24,student109@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.53,Medium,Medium,High,None,Low
Student_110_May-24,student110@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,3.73,Low,High,Medium,High,High
Student_111_May-24,student111@may-24.spjain.edu,MGB,May-24,Term 2,Placed,3.16,Low,Low,High,High,Medium
Student_1_Sep-24,student1@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,2.98,Low,Medium,Medium,Low,Low
Student_2_Sep-24,student2@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.55,Low,High,None,High,None
Student_3_Sep-24,student3@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,3.2,High,Low,Low,High,Medium
Student_4_Sep-24,student4@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,2.51,None,Low,Medium,Low,High
Student_5_Sep-24,student5@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,2.5,Low,Medium,High,Medium,None
Student_6_Sep-24,student6@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,2.6,Low,High,Medium,Low,Medium
Student_7_Sep-24,student7@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.64,Medium,Low,Low,Medium,High
Student_8_Sep-24,student8@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,2.61,High,None,None,High,High
Student_9_Sep-24,student9@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.91,High,High,None,None,None
Student_10_Sep-24,student10@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,3.67,Medium,None,Low,Medium,Medium
Student_11_Sep-24,student11@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,2.96,Low,Medium,High,High,None
Student_12_Sep-24,student12@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.07,Medium,Low,Low,High,Medium
Student_13_Sep-24,student13@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,3.74,High,None,Medium,None,Low
Student_14_Sep-24,student14@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,3.85,Medium,Low,High,None,Low
Student_15_Sep-24,student15@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,3.44,Medium,Medium,Medium,Low,Low
Student_16_Sep-24,student16@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,2.52,High,High,None,High,Low
Student_17_Sep-24,student17@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,3.46,None,Low,Medium,High,Medium
Student_18_Sep-24,student18@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,3.08,None,Medium,Medium,High,Low
Student_19_Sep-24,student19@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.0,None,Low,Medium,High,Medium
Student_20_Sep-24,student20@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.75,High,Medium,Medium,None,Medium
Student_21_Sep-24,student21@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,3.19,Low,Medium,High,Low,None
Student_22_Sep-24,student22@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.54,Medium,High,None,High,High
Student_23_Sep-24,student23@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,2.84,High,Medium,Medium,None,Medium
Student_24_Sep-24,student24@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,2.6,High,None,High,Low,High
Student_25_Sep-24,student25@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.66,None,Medium,Low,Low,High
Student_26_Sep-24,student26@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.54,None,Medium,High,None,High
Student_27_Sep-24,student27@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,3.88,None,Medium,High,None,Medium
Student_28_Sep-24,student28@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.71,Low,Low,Low,High,High
Student_29_Sep-24,student29@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,3.58,None,Medium,High,High,Medium
Student_30_Sep-24,student30@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,3.3,Medium,Medium,Medium,High,Low
Student_31_Sep-24,student31@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,2.92,Low,Medium,Medium,High,High
Student_32_Sep-24,student32@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.37,Medium,High,Medium,High,Medium
Student_33_Sep-24,student33@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,3.97,Low,Medium,Medium,Medium,Medium
Student_34_Sep-24,student34@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.04,Medium,High,Medium,Low,Medium
Student_35_Sep-24,student35@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,3.26,None,Low,High,None,Low
Student_36_Sep-24,student36@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,2.5,High,Low,Medium,None,None
Student_37_Sep-24,student37@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.1,High,Medium,Medium,High,High
Student_38_Sep-24,student38@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,3.12,High,None,Low,None,High
Student_39_Sep-24,student39@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,2.68,High,Low,Medium,Low,High
Student_40_Sep-24,student40@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.74,High,Medium,High,None,None
Student_41_Sep-24,student41@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,3.05,Low,None,None,None,High
Student_42_Sep-24,student42@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.55,Medium,High,None,Low,Low
Student_43_Sep-24,student43@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,3.37,Low,Low,High,None,None
Student_44_Sep-24,student44@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.53,Medium,Medium,None,Low,High
Student_45_Sep-24,student45@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,2.75,Medium,Medium,Medium,None,Medium
Student_46_Sep-24,student46@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,2.63,Medium,Low,Medium,None,Medium
Student_47_Sep-24,student47@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,2.9,Medium,High,High,None,High
Student_48_Sep-24,student48@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.46,Low,High,None,Low,Medium
Student_49_Sep-24,student49@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,3.71,Medium,Low,None,Medium,Low
Student_50_Sep-24,student50@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,3.3,Medium,Medium,Low,Medium,High
Student_51_Sep-24,student51@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,2.62,Low,None,None,High,Low
Student_52_Sep-24,student52@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.8,None,Low,None,Low,None
Student_53_Sep-24,student53@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.58,Low,Medium,Low,Medium,None
Student_54_Sep-24,student54@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.99,Low,None,None,None,High
Student_55_Sep-24,student55@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.86,Medium,High,Medium,Low,Low
Student_56_Sep-24,student56@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,3.3,High,Low,Low,High,Low
Student_57_Sep-24,student57@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,3.39,Low,Low,None,None,Low
Student_58_Sep-24,student58@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,2.67,Medium,High,None,Low,Medium
Student_59_Sep-24,student59@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,3.67,High,Low,Medium,None,High
Student_60_Sep-24,student60@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,4.0,Low,Medium,Medium,Medium,None
Student_61_Sep-24,student61@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,3.67,Low,Medium,High,None,None
Student_62_Sep-24,student62@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,2.84,High,High,High,None,Low
Student_63_Sep-24,student63@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,3.9,High,Low,None,High,Low
Student_64_Sep-24,student64@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,2.81,Low,Medium,None,None,Low
Student_65_Sep-24,student65@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,2.57,None,Medium,Medium,High,None
Student_66_Sep-24,student66@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,2.83,None,None,None,Medium,None
Student_67_Sep-24,student67@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.11,Medium,None,High,High,Low
Student_68_Sep-24,student68@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,3.89,Low,Medium,None,High,High
Student_69_Sep-24,student69@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.47,High,High,High,Medium,None
Student_70_Sep-24,student70@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,2.6,Medium,Low,None,Medium,High
Student_71_Sep-24,student71@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.41,Medium,High,Medium,None,High
Student_72_Sep-24,student72@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.86,Medium,High,Medium,None,Low
Student_73_Sep-24,student73@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,3.28,None,Medium,High,Medium,None
Student_74_Sep-24,student74@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,2.69,Low,Low,Medium,Medium,Medium
Student_75_Sep-24,student75@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,3.46,None,Medium,Medium,Medium,High
Student_76_Sep-24,student76@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.78,Medium,Low,Medium,Medium,Medium
Student_77_Sep-24,student77@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.63,Low,High,None,None,High
Student_78_Sep-24,student78@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,2.57,Medium,None,None,High,Medium
Student_79_Sep-24,student79@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,2.56,High,None,High,Medium,None
Student_80_Sep-24,student80@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,3.47,Medium,Medium,High,None,None
Student_81_Sep-24,student81@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.67,None,Medium,Low,None,Low
Student_82_Sep-24,student82@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,2.81,Medium,Medium,Medium,Medium,High
Student_83_Sep-24,student83@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,2.88,Medium,Low,Medium,Medium,Medium
Student_84_Sep-24,student84@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,2.59,Medium,Low,Medium,Low,High
Student_85_Sep-24,student85@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.75,None,Medium,High,High,High
Student_86_Sep-24,student86@sep-24.spjain.edu,MGB,Sep-24,Term 3,Not Placed,3.53,None,Low,High,Medium,High
Student_87_Sep-24,student87@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.84,Low,High,Low,Medium,High
Student_88_Sep-24,student88@sep-24.spjain.edu,MGB,Sep-24,Term 1,Placed,3.66,Medium,None,High,Low,None
Student_89_Sep-24,student89@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,3.49,None,High,Low,Low,None
Student_90_Sep-24,student90@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,2.98,High,Medium,High,Low,High
Student_91_Sep-24,student91@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.61,Low,Low,None,Low,High
Student_92_Sep-24,student92@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,3.39,Medium,Low,None,None,Low
Student_93_Sep-24,student93@sep-24.spjain.edu,MGB,Sep-24,Term 2,Placed,3.22,High,Medium,High,Low,Medium
Student_94_Sep-24,student94@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,3.5,High,None,High,Medium,High
Student_95_Sep-24,student95@sep-24.spjain.edu,MGB,Sep-24,Term 2,Not Placed,2.61,Medium,Medium,None,None,None
Student_96_Sep-24,student96@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.55,None,Medium,High,Medium,None
Student_97_Sep-24,student97@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.85,Medium,Medium,None,None,High
Student_98_Sep-24,student98@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.54,None,None,Low,Medium,Medium
Student_99_Sep-24,student99@sep-24.spjain.edu,MGB,Sep-24,Term 3,Placed,2.67,High,None,Low,Low,Medium
Student_100_Sep-24,student100@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,2.77,High,Medium,High,Medium,High
Student_101_Sep-24,student101@sep-24.spjain.edu,MGB,Sep-24,Term 1,Not Placed,3.76,Low,None,None,Low,Low
Student_102_Sep-24,student102@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.22,High,High,Medium,None,None
Student_103_Sep-24,student103@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,2.96,None,None,None,Low,None
Student_104_Sep-24,student104@sep-24.spjain.edu,MGB,Sep-24,Term 4,Not Placed,3.83,High,None,Medium,None,Low
Student_105_Sep-24,student105@sep-24.spjain.edu,MGB,Sep-24,Term 4,Placed,2.89,Low,High,High,None,Medium
Student_1_Jan-24,student1@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,3.21,High,None,Low,None,Medium
Student_2_Jan-24,student2@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,2.62,Low,Medium,None,Medium,Low
Student_3_Jan-24,student3@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,3.54,None,High,Medium,Low,Low
Student_4_Jan-24,student4@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,3.29,None,None,Medium,None,Low
Student_5_Jan-24,student5@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,3.78,Low,Low,None,Low,Low
Student_6_Jan-24,student6@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,2.87,Low,Low,Low,Medium,Low
Student_7_Jan-24,student7@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,3.69,Low,High,None,Medium,Medium
Student_8_Jan-24,student8@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Not Placed,3.37,Low,Medium,Low,None,Low
Student_9_Jan-24,student9@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,2.72,High,Low,None,Medium,None
Student_10_Jan-24,student10@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,2.65,Medium,High,High,None,Medium
Student_11_Jan-24,student11@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,2.67,None,High,None,Low,Low
Student_12_Jan-24,student12@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,2.93,None,Low,Low,None,Medium
Student_13_Jan-24,student13@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,2.87,High,Low,Low,None,Low
Student_14_Jan-24,student14@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Placed,2.72,Medium,High,High,Medium,Low
Student_15_Jan-24,student15@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,3.67,Medium,None,Low,None,Low
Student_16_Jan-24,student16@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Placed,3.0,Low,None,High,None,High
Student_17_Jan-24,student17@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,2.89,Low,Low,Medium,Low,Low
Student_18_Jan-24,student18@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,2.83,High,Medium,Low,High,Medium
Student_19_Jan-24,student19@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,2.79,None,Medium,Medium,High,Medium
Student_20_Jan-24,student20@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,3.19,Medium,Low,None,Medium,High
Student_21_Jan-24,student21@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Not Placed,2.85,None,None,None,High,High
Student_22_Jan-24,student22@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,3.35,Low,None,High,Medium,High
Student_23_Jan-24,student23@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,3.83,High,None,Low,Medium,High
Student_24_Jan-24,student24@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,3.76,High,Medium,Medium,Low,High
Student_25_Jan-24,student25@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,3.72,Low,None,None,Low,Medium
Student_26_Jan-24,student26@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,3.59,Medium,Medium,Medium,Medium,Medium
Student_27_Jan-24,student27@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,2.7,Medium,Low,None,High,Medium
Student_28_Jan-24,student28@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,2.84,Medium,Medium,Low,None,None
Student_29_Jan-24,student29@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Placed,3.6,High,None,None,Low,High
Student_30_Jan-24,student30@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,2.71,None,Low,Low,Medium,High
Student_31_Jan-24,student31@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,3.46,Medium,High,High,Medium,Medium
Student_32_Jan-24,student32@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Not Placed,2.76,High,Medium,Low,Medium,High
Student_33_Jan-24,student33@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,3.19,High,High,None,Medium,Medium
Student_34_Jan-24,student34@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,2.58,Low,High,None,None,Low
Student_35_Jan-24,student35@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Placed,3.75,None,None,Low,Low,None
Student_36_Jan-24,student36@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,3.89,High,None,Low,Medium,None
Student_37_Jan-24,student37@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,3.44,Low,High,Medium,Medium,Low
Student_38_Jan-24,student38@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Not Placed,3.08,Low,Low,Medium,Medium,None
Student_39_Jan-24,student39@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,3.18,High,Medium,High,Medium,High
Student_40_Jan-24,student40@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,2.68,None,High,Medium,Low,None
Student_41_Jan-24,student41@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,3.18,High,None,Low,High,Medium
Student_42_Jan-24,student42@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,2.66,Low,Low,Medium,Low,High
Student_43_Jan-24,student43@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Placed,2.76,Medium,None,None,Low,Medium
Student_44_Jan-24,student44@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,2.77,High,Low,Low,Medium,Medium
Student_45_Jan-24,student45@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Not Placed,2.76,Low,Low,None,Medium,Medium
Student_46_Jan-24,student46@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,2.8,Low,Low,Low,None,High
Student_47_Jan-24,student47@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Not Placed,3.26,Low,High,Low,None,High
Student_48_Jan-24,student48@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,3.79,None,Low,High,Low,Medium
Student_49_Jan-24,student49@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,2.89,Medium,None,None,Medium,Medium
Student_50_Jan-24,student50@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Not Placed,2.85,Medium,None,None,None,Low
Student_51_Jan-24,student51@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,3.87,Medium,High,None,High,None
Student_52_Jan-24,student52@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,2.71,Medium,High,Low,Medium,Medium
Student_53_Jan-24,student53@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,2.61,None,Medium,High,Medium,Low
Student_54_Jan-24,student54@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Not Placed,2.85,Medium,None,Medium,None,Medium
Student_55_Jan-24,student55@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,2.56,None,High,Low,Low,High
Student_56_Jan-24,student56@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,2.79,High,Medium,High,High,Low
Student_57_Jan-24,student57@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,2.6,High,Medium,Medium,High,Medium
Student_58_Jan-24,student58@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Not Placed,3.62,High,Low,Medium,None,None
Student_59_Jan-24,student59@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,2.95,High,High,High,Low,Low
Student_60_Jan-24,student60@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Not Placed,2.96,Low,Medium,High,High,None
Student_61_Jan-24,student61@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,3.16,None,Medium,Low,Low,None
Student_62_Jan-24,student62@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,3.92,None,Low,High,None,Medium
Student_63_Jan-24,student63@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,3.49,High,Medium,None,Medium,Medium
Student_64_Jan-24,student64@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,2.77,Low,High,High,Low,Medium
Student_65_Jan-24,student65@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Placed,3.69,High,Low,None,High,High
Student_66_Jan-24,student66@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,2.73,None,Low,High,Medium,Medium
Student_67_Jan-24,student67@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,2.59,None,None,None,High,Medium
Student_68_Jan-24,student68@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,2.51,Medium,Medium,Low,Medium,None
Student_69_Jan-24,student69@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,2.51,High,Low,Medium,Low,Medium
Student_70_Jan-24,student70@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,3.9,Medium,None,Medium,High,High
Student_71_Jan-24,student71@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,3.3,None,Medium,None,None,Medium
Student_72_Jan-24,student72@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,3.77,Medium,None,Medium,Medium,None
Student_73_Jan-24,student73@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Placed,3.26,High,None,Medium,None,None
Student_74_Jan-24,student74@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Placed,3.15,Low,High,High,High,Medium
Student_75_Jan-24,student75@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Placed,2.8,Medium,Medium,High,Medium,Low
Student_76_Jan-24,student76@jan-24.spjain.edu,GMBA,Jan-24,Term 2,Not Placed,3.61,High,None,Low,High,None
Student_77_Jan-24,student77@jan-24.spjain.edu,GMBA,Jan-24,Term 4,Not Placed,3.08,High,None,Low,Medium,High
Student_78_Jan-24,student78@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Not Placed,2.87,High,Medium,None,None,None
Student_79_Jan-24,student79@jan-24.spjain.edu,GMBA,Jan-24,Term 1,Not Placed,3.88,High,Low,None,Medium,Low
Student_80_Jan-24,student80@jan-24.spjain.edu,GMBA,Jan-24,Term 3,Not Placed,2.77,High,Medium,None,None,Low
